# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  3 21:14:07 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
#
pl_name,default_flag,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj
HAT-P-8 b,1,Transit,2008,3.07634000,15.693,1.400,406.82240,1.28000
HAT-P-9 b,1,Transit,2008,3.92281072,15.614,1.393,238.05467,0.74900
HATS-1 b,1,Transit,2012,3.44645900,14.594,1.302,589.55000,1.85500
HATS-10 b,1,Transit,2015,3.31284600,10.862,0.969,167.17858,0.52600
HATS-11 b,1,Transit,2016,3.61918800,18.030,1.609,,
HATS-12 b,1,Transit,2016,3.14270200,7.760,0.692,,
HATS-13 b,1,Transit,2015,3.04404990,13.585,1.212,172.58169,0.54300
HATS-14 b,1,Transit,2015,2.76676410,11.646,1.039,340.39593,1.07100
HATS-15 b,1,Transit,2016,1.74748753,12.386,1.105,689.69110,2.17000
HATS-16 b,1,Transit,2016,2.68650200,14.572,1.300,1039.30410,3.27000
HATS-17 b,1,Transit,2016,16.25461100,8.709,0.777,425.25654,1.33800
HATS-18 b,1,Transit,2016,0.83784000,14.897,1.329,629.14449,1.97950
HATS-2 b,1,Transit,2013,1.35413300,13.092,1.168,427.46300,1.34500
HATS-22 b,1,Transit,2017,4.72281240,10.682,0.953,870.85420,2.74000
HATS-23 b,1,Transit,2017,2.16051560,20.849,1.860,467.21010,1.47000
HATS-24 b,1,Transit,2017,1.34849780,15.637,1.395,718.29580,2.26000
HATS-25 b,1,Transit,2016,4.29864320,14.123,1.260,194.82979,0.61300
HATS-26 b,1,Transit,2016,3.30238810,19.616,1.750,206.58950,0.65000
HATS-27 b,1,Transit,2016,4.63703800,16.814,1.500,168.44990,0.53000
HATS-28 b,1,Transit,2016,3.18107810,13.384,1.194,213.58176,0.67200
HATS-29 b,1,Transit,2016,4.60587490,14.022,1.251,207.54299,0.65300
HATS-3 b,1,Transit,2013,3.54785100,15.480,1.381,340.38200,1.07100
HATS-30 b,1,Transit,2016,3.17435160,13.171,1.175,224.38798,0.70600
HATS-31 b,1,Transit,2016,3.37796000,18.383,1.640,279.69040,0.88000
HATS-32 b,1,Transit,2016,2.81265480,14.000,1.249,292.40360,0.92000
HATS-33 b,1,Transit,2016,2.54955510,13.787,1.230,378.85336,1.19200
HATS-34 b,1,Transit,2016,2.10616070,16.029,1.430,299.07803,0.94100
HATS-35 b,1,Transit,2016,1.82099930,16.410,1.464,388.38826,1.22200
HATS-36 b,1,Transit,2018,4.17518600,12.920,1.153,,
HATS-37 A b,1,Transit,2020,4.33153660,6.793,0.606,31.46517,0.09900
HATS-38 b,1,Transit,2020,4.37502100,6.882,0.614,23.51942,0.07400
HATS-39 b,1,Transit,2018,4.57763480,17.598,1.570,200.23290,0.63000
HATS-4 b,1,Transit,2014,2.51672900,11.433,1.020,420.47100,1.32300
HATS-40 b,1,Transit,2018,3.26427360,17.710,1.580,505.34970,1.59000
HATS-41 b,1,Transit,2018,4.19364900,14.908,1.330,3082.95100,9.70000
HATS-42 b,1,Transit,2018,2.29210200,15.693,1.400,597.52040,1.88000
HATS-43 b,1,Transit,2018,4.38884970,13.227,1.180,82.95363,0.26100
HATS-44 b,1,Transit,2018,2.74390040,11.960,1.067,177.98480,0.56000
HATS-45 b,1,Transit,2018,4.18762440,14.415,1.286,222.48100,0.70000
HATS-46 b,1,Transit,2018,4.74237290,10.122,0.903,54.98459,0.17300
HATS-47 b,1,Transit,2020,3.92280380,12.520,1.117,117.27927,0.36900
HATS-48 A b,1,Transit,2020,3.13166660,8.967,0.800,77.23269,0.24300
HATS-49 b,1,Transit,2020,4.14804670,8.575,0.765,112.19399,0.35300
HATS-5 b,1,Transit,2014,4.76338700,10.223,0.912,75.32300,0.23700
HATS-50 b,1,Transit,2017,3.82970150,12.666,1.130,123.95370,0.39000
HATS-51 b,1,Transit,2017,3.34887020,15.805,1.410,244.09344,0.76800
HATS-52 b,1,Transit,2017,1.36665436,15.491,1.382,711.93920,2.24000
HATS-53 b,1,Transit,2017,3.85377680,15.020,1.340,189.10885,0.59500
HATS-54 b,1,Transit,2019,2.54418280,11.960,1.067,241.55080,0.76000
HATS-55 b,1,Transit,2019,4.20420010,14.022,1.251,292.72143,0.92100
HATS-56 b,1,Transit,2019,4.32479900,18.921,1.688,191.33366,0.60200
HATS-57 b,1,Transit,2019,2.35062100,12.767,1.139,1000.21101,3.14700
HATS-58 A b,1,Transit,2019,4.21808960,12.274,1.095,327.36490,1.03000
HATS-59 b,1,Transit,2018,5.41608100,12.621,1.126,256.17098,0.80600
HATS-59 c,1,Radial Velocity,2018,1422.00000000,,,4036.44100,12.70000
HATS-6 b,1,Transit,2015,3.32527250,11.187,0.998,101.38777,0.31900
HATS-60 b,1,Transit,2018,3.56082900,12.924,1.153,210.40346,0.66200
HATS-61 b,1,Transit,2018,7.81795300,13.395,1.195,1080.62200,3.40000
HATS-62 b,1,Transit,2018,3.27688370,11.825,1.055,56.89157,0.17900
HATS-63 b,1,Transit,2018,3.05665270,13.529,1.207,305.11680,0.96000
HATS-64 b,1,Transit,2018,4.90889700,18.820,1.679,305.11680,0.96000
HATS-65 b,1,Transit,2018,3.10516100,16.825,1.501,260.93843,0.82100
HATS-66 b,1,Transit,2018,3.14143910,15.816,1.411,1694.03390,5.33000
HATS-67 b,1,Transit,2018,1.60917880,18.887,1.685,460.85350,1.45000
HATS-68 b,1,Transit,2018,3.58622020,13.809,1.232,410.00070,1.29000
HATS-69 b,1,Transit,2018,2.22525770,10.593,0.945,183.38791,0.57700
HATS-7 b,1,Transit,2015,3.18531500,6.311,0.563,38.13960,0.12000
HATS-70 b,1,Transit,2019,1.88823780,15.513,1.384,4100.00700,12.90000
HATS-71 b,1,Transit,2020,3.79552020,11.478,1.024,117.59710,0.37000
HATS-72 b,1,Transit,2020,7.32794740,8.097,0.722,39.85588,0.12540
HATS-8 b,1,Transit,2015,3.58389300,9.785,0.873,43.86054,0.13800
HATS-9 b,1,Transit,2015,1.91529100,13.850,1.236,,
HD 100546 b,1,Imaging,2014,,77.342,6.900,,
HD 100655 b,1,Radial Velocity,2011,157.57001000,,,511.70630,1.61000
HD 100777 b,1,Radial Velocity,2007,383.70001000,,,327.36490,1.03000
HD 10180 c,1,Radial Velocity,2010,5.75969000,,,13.22173,0.04160
HD 10180 d,1,Radial Velocity,2010,16.35700000,,,12.01397,0.03780
HD 10180 e,1,Radial Velocity,2010,49.74800000,,,25.58532,0.08050
HD 10180 f,1,Radial Velocity,2010,122.74400000,,,22.94733,0.07220
HD 10180 g,1,Radial Velocity,2010,604.67000000,,,23.26516,0.07320
HD 10180 h,1,Radial Velocity,2010,2205.00000000,,,65.66368,0.20660
HD 101930 b,1,Radial Velocity,2005,70.46000000,,,79.45750,0.25000
HD 102117 b,1,Radial Velocity,2005,20.81330000,,,54.03110,0.17000
HD 102195 b,1,Radial Velocity,2006,4.11377000,,,130.31030,0.41000
HD 102272 b,1,Radial Velocity,2008,127.58000000,,,1570.08020,4.94000
HD 102329 b,1,Radial Velocity,2011,778.09998000,,,2593.49280,8.16000
HD 102329 c,1,Radial Velocity,2018,1123.00000000,,,483.10160,1.52000
HD 102365 b,1,Radial Velocity,2010,122.10000000,,,16.00000,0.05000
HD 102843 b,1,Radial Velocity,2019,3090.94200000,,,113.90000,0.35837
HD 102956 b,1,Radial Velocity,2010,6.49470000,,,305.11680,0.96000
HD 103197 b,1,Radial Velocity,2009,47.84000000,,,28.60470,0.09000
HD 103720 b,1,Radial Velocity,2014,4.55570000,,,197.04600,0.62000
HD 103774 b,1,Radial Velocity,2013,5.88810000,,,116.00000,0.36700
HD 103949 b,1,Radial Velocity,2019,120.87800000,,,11.20000,0.03524
HD 104067 b,1,Radial Velocity,2009,55.80600000,,,50.85280,0.16000
HD 10442 b,1,Radial Velocity,2014,1032.30000000,,,472.61321,1.48700
HD 104985 b,1,Radial Velocity,2003,199.50500000,,,2637.90000,8.30000
HD 106252 b,1,Radial Velocity,2002,1531.00000000,,,2202.56190,6.93000
HD 106270 b,1,Radial Velocity,2011,1888.00000000,,,3219.61790,10.13000
HD 106315 b,1,Transit,2017,9.55237000,2.440,0.218,12.60000,0.03964
HD 106315 c,1,Transit,2017,21.05704000,4.350,0.388,15.20000,0.04782
HD 10647 b,1,Radial Velocity,2006,989.20000000,,,298.75000,0.94000
HD 106515 A b,1,Radial Velocity,2012,3630.00000000,,,3054.22000,9.61000
HD 106906 b,1,Imaging,2013,,,,3496.00000,11.00000
HD 10697 b,1,Radial Velocity,1999,1075.69000000,,,2028.70889,6.38300
HD 107148 b,1,Radial Velocity,2005,48.05600000,,,66.74100,0.21000
HD 108147 b,1,Radial Velocity,2002,10.89850000,,,82.95000,0.26100
HD 108236 b,1,Transit,2020,3.79596300,1.615,0.144,,
HD 108236 c,1,Transit,2020,6.20344900,2.071,0.185,,
HD 108236 d,1,Transit,2020,14.17568500,2.539,0.227,,
HD 108236 e,1,Transit,2020,19.59002500,3.083,0.275,,
HD 108236 f,1,Transit,2021,29.54115000,2.017,0.180,,
HD 108341 b,1,Radial Velocity,2014,1129.00000000,,,1112.40000,3.50000
HD 108863 b,1,Radial Velocity,2011,437.70000000,,,767.24162,2.41400
HD 108874 b,1,Radial Velocity,2002,394.48123000,,,451.31860,1.42000
HD 108874 c,1,Radial Velocity,2005,1624.00000000,,,314.64000,0.99000
HD 109246 b,1,Radial Velocity,2010,68.27000000,,,273.33380,0.86000
HD 109271 b,1,Radial Velocity,2013,7.85430000,,,17.16200,0.05400
HD 109271 c,1,Radial Velocity,2013,30.93000000,,,24.15400,0.07600
HD 109749 b,1,Radial Velocity,2005,5.23989100,,,85.81410,0.27000
HD 110014 b,1,Radial Velocity,2009,835.47700000,,,3524.59000,11.09000
HD 110082 b,1,Transit,2021,10.18271000,3.200,0.285,,
HD 110113 b,1,Transit,2021,2.54100000,2.050,0.183,4.55000,0.01432
HD 110113 c,1,Radial Velocity,2021,6.74400000,,,10.50000,0.03304
HD 111232 b,1,Radial Velocity,2003,1143.00000000,,,2269.30620,7.14000
HD 111591 b,1,Radial Velocity,2017,1056.40000000,,,1398.45200,4.40000
HD 111998 b,1,Radial Velocity,2016,825.90000000,,,1433.41330,4.51000
HD 112640 b,1,Radial Velocity,2020,613.20000000,,,1589.15000,5.00000
HD 113337 b,1,Radial Velocity,2013,324.00000000,,,899.42000,2.83000
HD 113538 b,1,Radial Velocity,2010,663.20000000,,,114.41000,0.36000
HD 113538 c,1,Radial Velocity,2010,1818.00000000,,,295.57000,0.93000
HD 113996 b,1,Radial Velocity,2017,610.20000000,,,2002.32900,6.30000
HD 114386 b,1,Radial Velocity,2003,937.70001000,,,362.32620,1.14000
HD 114613 b,1,Radial Velocity,2014,4000.00000000,,,113.46531,0.35700
HD 114729 b,1,Radial Velocity,2002,1121.79000000,,,262.20975,0.82500
HD 114762 b,1,Radial Velocity,1989,83.91510000,,,3397.60270,10.69000
HD 114783 b,1,Radial Velocity,2001,493.70000000,,,349.60000,1.10000
HD 114783 c,1,Radial Velocity,2018,4319.00000000,,,194.19413,0.61100
HD 11506 b,1,Radial Velocity,2007,1622.10000000,,,1535.11890,4.83000
HD 11506 c,1,Radial Velocity,2008,223.41000000,,,129.67464,0.40800
HD 116029 b,1,Radial Velocity,2011,670.00000000,,,444.96200,1.40000
HD 116029 c,1,Radial Velocity,2018,907.00000000,,,403.64410,1.27000
HD 117207 b,1,Radial Velocity,2004,2621.75000000,,,612.14058,1.92600
HD 11755 b,1,Radial Velocity,2015,433.70001000,,,1789.38290,5.63000
HD 117618 b,1,Radial Velocity,2004,25.80000000,,,55.30242,0.17400
HD 118203 b,1,Radial Velocity,2005,6.13350000,,,886.74570,2.79000
HD 11964 b,1,Radial Velocity,2005,1945.00000000,,,198.00000,0.62200
HD 11964 c,1,Radial Velocity,2008,37.91000000,,,25.00000,0.07880
HD 11977 b,1,Radial Velocity,2005,711.00000000,,,2080.00000,6.54000
HD 120084 b,1,Radial Velocity,2013,2082.00000000,,,1430.20000,4.50000
HD 121504 b,1,Radial Velocity,2003,63.33000000,,,479.92330,1.51000
HD 124330 b,1,Radial Velocity,2021,270.66000000,,,238.37131,0.75000
HD 12484 b,1,Radial Velocity,2016,58.83000000,,,947.13340,2.98000
HD 125390 b,1,Radial Velocity,2019,1756.20000000,,,7043.11280,22.16000
HD 125595 b,1,Radial Velocity,2009,9.67370000,,,6.35660,0.02000
HD 125612 b,1,Radial Velocity,2007,557.04000000,,,985.27300,3.10000
HD 125612 c,1,Radial Velocity,2009,4.15514000,,,17.48065,0.05500
HD 125612 d,1,Radial Velocity,2009,2835.00000000,,,2313.80240,7.28000
HD 12648 b,1,Radial Velocity,2015,133.60001000,,,622.94680,1.96000
HD 126525 b,1,Radial Velocity,2018,960.41000000,,,75.32571,0.23700
HD 12661 b,1,Radial Velocity,2000,262.70862000,,,772.32690,2.43000
HD 12661 c,1,Radial Velocity,2002,1708.00000000,,,575.88400,1.81200
HD 126614 b,1,Radial Velocity,2009,1244.00000000,,,130.31030,0.41000
HD 128311 b,1,Radial Velocity,2002,453.01900000,,,562.24127,1.76900
HD 128311 c,1,Radial Velocity,2005,921.53800000,,,1204.25787,3.78900
HD 128356 b,1,Radial Velocity,2016,298.20000000,,,282.86870,0.89000
HD 129445 b,1,Radial Velocity,2009,1840.00000000,,,508.50700,1.60000
HD 130322 b,1,Radial Velocity,1999,10.70871000,,,365.49000,1.15000
HD 131496 b,1,Radial Velocity,2011,896.00000000,,,572.09400,1.80000
HD 131664 b,1,Radial Velocity,2008,1951.00000000,,,6076.90960,19.12000
HD 13167 b,1,Radial Velocity,2018,2613.00000000,,,1052.01730,3.31000
HD 13189 b,1,Radial Velocity,2005,471.60001000,,,3480.23850,10.95000
HD 132406 b,1,Radial Velocity,2007,974.00000000,,,1709.92540,5.38000
HD 132563 b,1,Radial Velocity,2011,1544.00000000,,,473.54700,1.49000
HD 133131 A b,1,Radial Velocity,2016,649.00000000,,,451.31860,1.42000
HD 133131 A c,1,Radial Velocity,2016,3568.00000000,,,133.48860,0.42000
HD 133131 B b,1,Radial Velocity,2016,5769.00000000,,,794.57500,2.50000
HD 134060 b,1,Radial Velocity,2019,3.26960000,,,10.10000,0.03180
HD 134060 c,1,Radial Velocity,2019,1291.56460000,,,29.29000,0.09220
HD 134987 b,1,Radial Velocity,1999,258.17999000,,,511.70630,1.61000
HD 134987 c,1,Radial Velocity,2009,5000.00000000,,,260.00000,0.82000
HD 136352 b,1,Radial Velocity,2019,11.57779000,1.482,0.132,4.62000,0.01454
HD 136352 c,1,Radial Velocity,2019,27.59090000,2.608,0.233,11.29000,0.03552
HD 136352 d,1,Radial Velocity,2019,107.63000000,,,10.50000,0.03304
HD 136418 b,1,Radial Velocity,2009,464.29999000,,,680.15620,2.14000
HD 137388 b,1,Radial Velocity,2011,330.00000000,,,63.56600,0.20000
HD 13808 b,1,Radial Velocity,2021,14.18150000,,,11.20000,0.03524
HD 13808 c,1,Radial Velocity,2021,53.75300000,,,9.96000,0.03134
HD 13908 b,1,Radial Velocity,2013,19.38200000,,,274.91000,0.86500
HD 13908 c,1,Radial Velocity,2013,931.00000000,,,1630.40000,5.13000
HD 13931 b,1,Radial Velocity,2009,4218.00000000,,,699.22600,2.20000
HD 139357 b,1,Radial Velocity,2008,1125.70000000,,,3101.89000,9.76000
HD 1397 b,1,Transit,2018,11.53533000,11.500,1.026,131.89945,0.41500
HD 14067 b,1,Radial Velocity,2014,1455.00000000,,,2479.00000,7.80000
HD 141399 b,1,Radial Velocity,2014,94.44000000,,,143.34133,0.45100
HD 141399 c,1,Radial Velocity,2014,201.99000000,,,422.71390,1.33000
HD 141399 d,1,Radial Velocity,2014,1069.80000000,,,375.03940,1.18000
HD 141399 e,1,Radial Velocity,2014,5000.00000000,,,209.76780,0.66000
HD 141937 b,1,Radial Velocity,2002,653.21997000,,,3079.77270,9.69000
HD 142 b,1,Radial Velocity,2001,349.70000000,,,397.27000,1.25000
HD 142 c,1,Radial Velocity,2012,6005.00000000,,,1684.40000,5.30000
HD 142022 A b,1,Radial Velocity,2005,1928.00000000,,,1411.16520,4.44000
HD 142245 b,1,Radial Velocity,2011,1299.00000000,,,975.73810,3.07000
HD 142415 b,1,Radial Velocity,2003,386.29999000,,,530.77610,1.67000
HD 143105 b,1,Radial Velocity,2016,2.19740000,,,384.57430,1.21000
HD 143361 b,1,Radial Velocity,2008,1039.15000000,,,1122.57556,3.53200
HD 145377 b,1,Radial Velocity,2008,103.95000000,,,1913.33660,6.02000
HD 145457 b,1,Radial Velocity,2010,176.30000000,,,708.76090,2.23000
HD 145934 b,1,Radial Velocity,2015,2730.00000000,,,724.62000,2.28000
HD 1461 b,1,Radial Velocity,2010,5.77152000,,,6.44000,0.02026
HD 1461 c,1,Radial Velocity,2015,13.50520000,,,5.59000,0.01759
HD 147018 b,1,Radial Velocity,2009,44.23600000,,,674.00000,2.12000
HD 147018 c,1,Radial Velocity,2009,1008.00000000,,,2080.00000,6.56000
HD 147379 b,1,Radial Velocity,2017,86.78000000,,,28.55000,0.08983
HD 147513 b,1,Radial Velocity,2003,528.40000000,,,385.00000,1.21000
HD 14787 b,1,Radial Velocity,2018,676.60000000,,,356.28743,1.12100
HD 147873 b,1,Radial Velocity,2016,116.59600000,,,1633.64620,5.14000
HD 147873 c,1,Radial Velocity,2016,491.54000000,,,731.00900,2.30000
HD 148156 b,1,Radial Velocity,2009,1027.00000000,,,270.14400,0.85000
HD 148164 b,1,Radial Velocity,2018,328.55000000,,,390.93090,1.23000
HD 148164 c,1,Radial Velocity,2018,5062.00000000,,,1640.00280,5.16000
HD 148427 b,1,Radial Velocity,2009,331.50000000,,,413.17900,1.30000
HD 149026 b,1,Radial Velocity,2005,2.87589000,8.295,0.740,120.77540,0.38000
HD 149143 b,1,Radial Velocity,2005,4.07182000,,,422.71390,1.33000
HD 1502 b,1,Radial Velocity,2011,428.50000000,,,874.03250,2.75000
HD 150706 b,1,Radial Velocity,2012,5894.00000000,,,861.28000,2.71000
HD 152079 b,1,Radial Velocity,2009,2918.92000000,,,845.74563,2.66100
HD 152581 b,1,Radial Velocity,2011,686.50000000,,,594.02427,1.86900
HD 15337 b,1,Transit,2019,4.75615000,1.640,0.146,7.51000,0.02363
HD 15337 c,1,Transit,2019,17.17840000,2.390,0.213,8.11000,0.02552
HD 153950 b,1,Radial Velocity,2008,499.39999000,,,937.59850,2.95000
HD 154345 b,1,Radial Velocity,2006,3341.55884000,,,260.62060,0.82000
HD 154672 b,1,Radial Velocity,2008,163.94000000,,,1706.74710,5.37000
HD 154857 b,1,Radial Velocity,2004,408.60001000,,,778.68350,2.45000
HD 154857 c,1,Radial Velocity,2014,3452.00000000,,,819.97000,2.58000
HD 155193 b,1,Radial Velocity,2021,352.65000000,,,238.37131,0.75000
HD 155233 b,1,Radial Velocity,2015,818.80000000,,,826.35800,2.60000
HD 155358 b,1,Radial Velocity,2007,194.30000000,,,314.65170,0.99000
HD 155358 c,1,Radial Velocity,2007,391.90000000,,,261.00000,0.82000
HD 156279 b,1,Radial Velocity,2011,131.05000000,,,3140.16040,9.88000
HD 156279 c,1,Radial Velocity,2018,4191.00000000,,,2733.33800,8.60000
HD 156411 b,1,Radial Velocity,2009,842.20000000,,,235.18000,0.74000
HD 156668 b,1,Radial Velocity,2010,4.64550000,,,4.15000,0.01300
HD 156846 b,1,Radial Velocity,2007,359.51001000,,,3391.24610,10.67000
HD 158038 b,1,Radial Velocity,2011,521.00000000,,,486.27990,1.53000
HD 158259 b,1,Radial Velocity,2020,2.17800000,,,2.22000,0.00698
HD 158259 c,1,Radial Velocity,2020,3.43200000,,,5.60000,0.01762
HD 158259 d,1,Radial Velocity,2020,5.19808140,,,5.41000,0.01702
HD 158259 e,1,Radial Velocity,2020,7.95100000,,,6.08000,0.01913
HD 158259 f,1,Radial Velocity,2020,12.02800000,,,6.14000,0.01932
HD 158996 b,1,Radial Velocity,2018,820.20000000,,,4449.62000,14.00000
HD 159243 b,1,Radial Velocity,2013,12.62000000,,,359.13000,1.13000
HD 159243 c,1,Radial Velocity,2013,248.40000000,,,603.90000,1.90000
HD 159868 b,1,Radial Velocity,2006,1184.10000000,,,704.94694,2.21800
HD 159868 c,1,Radial Velocity,2012,351.00000000,,,244.09344,0.76800
HD 1605 b,1,Radial Velocity,2015,577.20000000,,,296.85322,0.93400
HD 1605 c,1,Radial Velocity,2015,2149.00000000,,,1150.54460,3.62000
HD 160691 b,1,Radial Velocity,2000,643.25000000,,,532.68308,1.67600
HD 160691 c,1,Radial Velocity,2004,4205.80000000,,,576.51900,1.81400
HD 160691 d,1,Radial Velocity,2004,9.63860000,,,10.55470,0.03321
HD 160691 e,1,Radial Velocity,2006,310.55000000,,,165.86850,0.52190
HD 16141 b,1,Radial Velocity,2000,75.52300000,,,82.63580,0.26000
HD 16175 b,1,Radial Velocity,2009,990.00000000,,,1620.93300,5.10000
HD 162020 b,1,Radial Velocity,2002,8.42820000,,,3127.44720,9.84000
HD 163607 b,1,Radial Velocity,2010,75.22030000,,,249.05159,0.78360
HD 163607 c,1,Radial Velocity,2010,1272.00000000,,,699.54383,2.20100
HD 16417 b,1,Radial Velocity,2008,17.24000000,,,22.10000,0.06960
HD 164509 b,1,Radial Velocity,2010,280.17000000,,,140.79869,0.44300
HD 164595 b,1,Radial Velocity,2015,40.00000000,,,16.14000,0.05078
HD 164604 b,1,Radial Velocity,2009,641.47200000,,,635.00000,1.99792
HD 164922 b,1,Radial Velocity,2005,1207.00000000,,,116.00000,0.36497
HD 164922 c,1,Radial Velocity,2016,75.74000000,,,13.00000,0.04090
HD 164922 d,1,Radial Velocity,2020,12.45800000,,,4.00000,0.01259
HD 165155 b,1,Radial Velocity,2016,434.50000000,,,918.52870,2.89000
HD 1666 b,1,Radial Velocity,2015,270.00000000,,,2040.00000,6.43000
HD 166724 b,1,Radial Velocity,2012,5144.00000000,,,1121.89000,3.53000
HD 167042 b,1,Radial Velocity,2007,420.77000000,,,540.29000,1.70000
HD 168443 b,1,Radial Velocity,1998,58.11247000,,,2434.15700,7.65900
HD 168443 c,1,Radial Velocity,2000,1749.83000000,,,5464.22100,17.19300
HD 168746 b,1,Radial Velocity,2002,6.40400000,,,85.81410,0.27000
HD 1690 b,1,Radial Velocity,2010,533.00000000,,,2793.72570,8.79000
HD 169830 b,1,Radial Velocity,2000,225.62000000,,,915.31000,2.88000
HD 169830 c,1,Radial Velocity,2003,2102.00000000,,,1283.98000,4.04000
HD 170469 b,1,Radial Velocity,2007,1145.00000000,,,209.76780,0.66000
HD 17092 b,1,Radial Velocity,2007,359.89999000,,,3219.61790,10.13000
HD 171028 b,1,Radial Velocity,2007,550.00000000,,,832.71460,2.62000
HD 171238 b,1,Radial Velocity,2009,1532.00000000,,,864.49760,2.72000
HD 17156 b,1,Radial Velocity,2007,21.21663000,12.330,1.100,1115.58330,3.51000
HD 173416 b,1,Radial Velocity,2008,323.60000000,,,858.10000,2.70000
HD 175167 b,1,Radial Velocity,2009,1290.00000000,,,2850.93510,8.97000
HD 175541 b,1,Radial Velocity,2007,298.43000000,,,190.06234,0.59800
HD 175607 b,1,Radial Velocity,2015,29.01000000,,,8.98000,0.02825
HD 17674 b,1,Radial Velocity,2017,623.80000000,,,276.51210,0.87000
HD 176986 b,1,Radial Velocity,2017,6.48980000,,,5.74000,0.01806
HD 176986 c,1,Radial Velocity,2017,16.81910000,,,9.18000,0.02888
HD 177565 b,1,Radial Velocity,2017,44.50500000,,,15.10000,0.04751
HD 177830 b,1,Radial Velocity,1999,410.10001000,,,537.13270,1.69000
HD 177830 c,1,Radial Velocity,2010,110.90000000,,,47.67250,0.15000
HD 178911 B b,1,Radial Velocity,2001,71.48400000,,,2552.17490,8.03000
HD 179079 b,1,Radial Velocity,2008,14.47900000,,,25.74423,0.08100
HD 179949 b,1,Radial Velocity,2000,3.09251400,,,291.12000,0.91600
HD 180053 b,1,Radial Velocity,2018,213.72000000,,,697.31902,2.19400
HD 18015 b,1,Radial Velocity,2018,2278.00000000,,,1010.69940,3.18000
HD 180314 b,1,Radial Velocity,2010,396.03000000,,,6397.91790,20.13000
HD 180617 b,1,Radial Velocity,2018,105.91100000,,,12.21400,0.03843
HD 180902 b,1,Radial Velocity,2009,510.90000000,,,535.54355,1.68500
HD 181234 b,1,Radial Velocity,2019,7462.05750000,,,2660.23710,8.37000
HD 181342 b,1,Radial Velocity,2009,564.10000000,,,807.28820,2.54000
HD 181433 b,1,Radial Velocity,2008,9.37430000,,,6.35660,0.02000
HD 181433 c,1,Radial Velocity,2008,962.00000000,,,203.00000,0.64000
HD 181433 d,1,Radial Velocity,2008,2172.00000000,,,171.00000,0.54000
HD 181720 b,1,Radial Velocity,2009,956.00000000,,,127.13200,0.40000
HD 183263 b,1,Radial Velocity,2004,626.51599000,,,1255.42850,3.95000
HD 183263 c,1,Radial Velocity,2008,3070.00000000,,,1134.61000,3.57000
HD 183579 b,1,Transit,2021,17.47127800,3.550,0.317,19.70000,0.06198
HD 185269 b,1,Radial Velocity,2006,6.83776000,,,321.00830,1.01000
HD 187085 b,1,Radial Velocity,2006,1019.74000000,,,265.70588,0.83600
HD 187123 b,1,Radial Velocity,1998,3.09658280,,,166.21800,0.52300
HD 187123 c,1,Radial Velocity,2008,3810.00000000,,,632.46000,1.99000
HD 18742 b,1,Radial Velocity,2011,766.00000000,,,1080.62200,3.40000
HD 188015 b,1,Radial Velocity,2004,461.20000000,,,476.72000,1.50000
HD 189733 b,1,Radial Velocity,2005,2.21857567,12.666,1.130,359.14790,1.13000
HD 190007 b,1,Radial Velocity,2020,11.72000000,,,16.46000,0.05179
HD 190360 b,1,Radial Velocity,2003,2915.03687000,,,489.45820,1.54000
HD 190360 c,1,Radial Velocity,2005,17.11100000,,,19.06900,0.06000
HD 190647 b,1,Radial Velocity,2007,1176.45000000,,,630.89255,1.98500
HD 190984 b,1,Radial Velocity,2009,4885.00000000,,,985.20000,3.10000
HD 191806 b,1,Radial Velocity,2016,1606.30000000,,,2707.91160,8.52000
HD 191939 b,1,Transit,2020,8.88040300,3.420,0.305,,
HD 191939 c,1,Transit,2020,28.58059000,3.230,0.288,,
HD 191939 d,1,Transit,2020,38.35610000,3.160,0.282,,
HD 192263 b,1,Radial Velocity,1999,24.35560000,,,177.98480,0.56000
HD 192310 b,1,Radial Velocity,2011,74.72000000,,,16.90000,0.05320
HD 192310 c,1,Radial Velocity,2011,525.80000000,,,24.00000,0.07600
HD 192699 b,1,Radial Velocity,2007,340.94000000,,,666.17168,2.09600
HD 195019 b,1,Radial Velocity,1998,18.20132000,,,1264.96340,3.98000
HD 196050 b,1,Radial Velocity,2002,1378.00000000,,,1010.69940,3.18000
HD 196067 b,1,Radial Velocity,2012,3638.00000000,,,2192.90000,6.90000
HD 196885 A b,1,Radial Velocity,2007,1333.00000000,,,819.97000,2.58000
HD 197037 b,1,Radial Velocity,2012,1035.70000000,,,251.00000,0.79000
HD 19994 b,1,Radial Velocity,2003,466.20000000,,,435.41000,1.37000
HD 20003 b,1,Radial Velocity,2019,11.84820000,,,11.66000,0.03670
